Date;Close;Open;High;Low;Volume;Variation %
13/11/2019;9.95;9.95;9.95;9.95;553280;0.00%
12/11/2019;9.95;9.95;9.95;9.95;220170;0.00%
08/11/2019;9.95;9.95;9.95;9.95;548510;0.00%
07/11/2019;9.95;10.35;9.95;9.95;212270;-3.86%
06/11/2019;10.35;10.35;10.35;10.35;455420;0.00%
05/11/2019;10.35;10.35;10.35;10.35;294060;0.00%
04/11/2019;10.35;10.35;10.35;10.35;336240;0.00%
01/11/2019;10.35;10.35;10.35;10.35;444210;0.00%
31/10/2019;10.35;10.35;10.35;10.35;57040;0.00%
30/10/2019;10.35;10.35;10.35;10.35;364620;0.00%
29/10/2019;10.35;10.35;10.35;10.35;213920;0.00%
28/10/2019;10.35;10.35;10.35;10.35;286760;0.00%
25/10/2019;10.35;10.35;10.35;10.35;373900;0.00%
24/10/2019;10.35;10.2;10.35;10.35;431280;1.47%
23/10/2019;10.2;10.2;10.2;10.2;380900;0.00%
22/10/2019;10.2;10.2;10.2;10.2;501350;0.00%
21/10/2019;10.2;10.2;10.2;10.05;1200000;0.00%
18/10/2019;10.2;10.2;10.2;10.2;125370;0.00%
17/10/2019;10.2;10.2;10.2;10.2;446480;0.00%
16/10/2019;10.2;10.2;10.2;10.2;479420;0.00%
15/10/2019;10.2;10.2;10.2;10.2;282670;0.00%
14/10/2019;10.2;10.2;10.2;10.2;136840;0.00%
11/10/2019;10.2;10.2;10.2;10.2;188670;0.00%
10/10/2019;10.2;10.2;10.2;10.2;278960;0.00%
09/10/2019;10.2;10.2;10.25;10.2;321140;0.00%
08/10/2019;10.2;10.5;10.5;10.2;484250;-2.86%
07/10/2019;10.5;10.55;10.5;10.5;366360;-0.47%
04/10/2019;10.55;10.55;10.55;10.55;185350;0.00%
03/10/2019;10.55;10.8;10.55;10.55;593040;-2.31%
02/10/2019;10.8;10.9;10.8;10.8;748170;-0.92%
30/09/2019;10.9;10.9;10.9;10.9;98440;0.00%
27/09/2019;10.9;10.9;10.9;10.9;407090;0.00%
26/09/2019;10.9;10.7;10.9;10.9;334610;1.87%
25/09/2019;10.7;10.35;10.7;10.7;223610;3.38%
24/09/2019;10.35;11.05;11;10.35;524490;-6.33%
23/09/2019;11.05;11.05;11.05;11.05;410040;0.00%
20/09/2019;11.05;10.55;11.3;10.9;1490000;4.74%
19/09/2019;10.55;9.8;10.55;10.5;813390;7.65%
18/09/2019;9.8;9.6;9.9;9.6;1530000;2.08%
17/09/2019;9.6;9.6;9.6;9.6;2030000;0.00%
16/09/2019;9.6;9.6;9.6;9.55;1380000;0.00%
13/09/2019;9.6;9.3;9.6;9.45;1090000;3.23%
12/09/2019;9.3;8.5;9.3;8.7;1210000;9.41%
11/09/2019;8.5;8.5;8.85;8.5;1980000;0.00%
10/09/2019;8.5;8.5;8.75;8.5;1000000;0.00%
09/09/2019;8.5;8.75;8.5;8.5;1270000;-2.86%
06/09/2019;8.75;8.5;8.8;8.7;789460;2.94%
05/09/2019;8.5;8.8;8.55;8.5;1240000;-3.41%
04/09/2019;8.8;8.5;8.85;8.55;763870;3.53%
03/09/2019;8.5;8.5;8.85;8.5;1290000;0.00%
02/09/2019;8.5;9;8.8;8.5;1360000;-5.56%
30/08/2019;9;9.6;9.6;8.65;1620000;-6.25%
29/08/2019;9.6;9.5;9.6;9.6;2540000;1.05%
28/08/2019;9.5;9.5;9.5;9.5;150760;0.00%
27/08/2019;9.5;9.5;9.5;9.5;146950;0.00%
26/08/2019;9.5;9.5;9.55;9.5;1010000;0.00%
23/08/2019;9.5;9.6;9.6;9.5;2360000;-1.04%
22/08/2019;9.6;9.6;9.6;9.6;491000;0.00%
21/08/2019;9.6;9.1;9.6;9.6;938710;5.49%
20/08/2019;9.1;9.1;9.1;9.1;496600;0.00%
19/08/2019;9.1;9.6;9.6;9.1;1050000;-5.21%
16/08/2019;9.6;9.55;9.6;9.55;670580;0.52%
15/08/2019;9.55;9.55;9.55;9.55;245570;0.00%
14/08/2019;9.55;9.9;9.6;9.5;550290;-3.54%
09/08/2019;9.9;10.1;10;9.9;392520;-1.98%
08/08/2019;10.1;9.8;10.1;9.5;777450;3.06%
07/08/2019;9.8;9.8;9.8;9.8;233860;0.00%
06/08/2019;9.8;9.8;9.8;9.8;377340;0.00%
05/08/2019;9.8;10;10;9.8;1350000;-2.00%
02/08/2019;10;10;10;10;189020;0.00%
01/08/2019;10;9.8;10.15;10;568180;2.04%
31/07/2019;9.8;10.8;10.25;9.8;626540;-9.26%
30/07/2019;10.8;10.6;11.05;10.8;851710;1.89%
29/07/2019;10.6;10.6;10.6;10.6;261090;0.00%
26/07/2019;10.6;10.6;10.6;10.6;259680;0.00%
25/07/2019;10.6;10.6;10.6;10.6;268700;0.00%
24/07/2019;10.6;10.8;10.8;10.6;1400000;-1.85%
23/07/2019;10.8;11.25;11;10.8;270140;-4.00%
22/07/2019;11.25;11.25;11.25;11.25;178320;0.00%
19/07/2019;11.25;11.25;11.25;11.25;113970;0.00%
18/07/2019;11.25;10.3;11.25;11.15;576740;9.22%
17/07/2019;10.3;10.35;10.35;10.3;669100;-0.48%
16/07/2019;10.35;10.35;10.35;10.35;288210;0.00%
15/07/2019;10.35;10.6;10.35;10.25;1100000;-2.36%
12/07/2019;10.6;10.6;10.6;10.6;697110;0.00%
11/07/2019;10.6;10.6;10.6;10.6;401480;0.00%
10/07/2019;10.6;10.55;10.6;10.6;427780;0.47%
09/07/2019;10.55;11.5;11.3;10.55;521740;-8.26%
08/07/2019;11.5;11.5;11.5;11.5;198300;0.00%
05/07/2019;11.5;11.45;11.5;11.5;574400;0.44%
04/07/2019;11.45;11;11.45;11.35;1240000;4.09%
03/07/2019;11;10.7;11;10.95;391110;2.80%
02/07/2019;10.7;11.35;10.7;10.7;746550;-5.73%
01/07/2019;11.35;11.35;11.35;11.35;247530;0.00%
28/06/2019;11.35;11.35;11.35;11.35;450870;0.00%
27/06/2019;11.35;11.35;11.35;11.35;565510;0.00%
26/06/2019;11.35;11.35;11.35;11.35;158150;0.00%
25/06/2019;11.35;11.45;11.35;11.35;516730;-0.87%
24/06/2019;11.45;12.4;13;11.45;1050000;-7.66%
21/06/2019;12.4;12.45;12.4;12.2;715020;-0.40%
20/06/2019;12.45;12;13;11;2530000;3.75%
19/06/2019;12;11;12;11.8;676230;9.09%
18/06/2019;11;10.7;11;10.8;449250;2.80%
17/06/2019;10.7;10.6;10.7;10.7;402570;0.94%
14/06/2019;10.6;10.7;10.7;10.6;1080000;-0.93%
13/06/2019;10.7;11;11;10.7;1950000;-2.73%
11/06/2019;11;11.5;11;11;1570000;-4.35%
10/06/2019;11.5;11.5;11.7;11.5;1040000;0.00%
07/06/2019;11.5;12;11.5;11.5;957510;-4.17%
06/06/2019;12;12;12;12;332580;0.00%
03/06/2019;12;12.1;12.25;12;597750;-9.09%
31/05/2019;13.2;13.35;13.35;13.2;4030000;-1.12%
30/05/2019;13.35;13.4;13.4;13.35;2870000;-0.37%
28/05/2019;13.4;13.35;13.4;13.4;715390;0.37%
27/05/2019;13.35;13.35;13.5;13.35;1940000;0.00%
24/05/2019;13.35;13.4;13.5;13.35;3840000;-0.37%
23/05/2019;13.4;13.4;13.5;13.35;6700000;0.00%
22/05/2019;13.4;13.4;13.7;13.35;6110000;0.00%
21/05/2019;13.4;13.4;13.5;13.4;1220000;0.00%
20/05/2019;13.4;13.6;13.6;13.4;672130;-1.47%
17/05/2019;13.6;13.55;13.65;13.5;1610000;0.37%
16/05/2019;13.55;13.85;13.85;13.55;494300;-2.17%
15/05/2019;13.85;13.6;14;13.85;2480000;1.84%
14/05/2019;13.6;13.8;13.6;13.3;1070000;-1.45%
13/05/2019;13.8;14;13.8;13.8;397800;-1.43%
10/05/2019;14;14;14;14;383990;0.00%
09/05/2019;14;14;14;14;160430;0.00%
08/05/2019;14;13.75;14;13.95;549890;1.82%
07/05/2019;13.75;14;14;13.75;563380;-1.79%
06/05/2019;14;14.05;14;14;311700;-0.36%
03/05/2019;14.05;14.05;14.05;14.05;778420;0.00%
02/05/2019;14.05;13.9;14.05;13.9;654560;1.08%
30/04/2019;13.9;14;14.25;13.9;1620000;-0.71%
29/04/2019;14;14.25;14;14;728320;-1.75%
26/04/2019;14.25;14.7;14.25;14.25;510990;-3.06%
25/04/2019;14.7;14.7;14.7;14.7;142310;0.00%
24/04/2019;14.7;14.25;14.9;14.6;1350000;3.16%
23/04/2019;14.25;14.25;14.25;14.25;422550;0.00%
18/04/2019;14.25;14;14.25;14.25;568370;1.79%
17/04/2019;14;13.95;15;13.95;1920000;0.36%
16/04/2019;13.95;13.75;13.95;13.95;840030;1.45%
15/04/2019;13.75;13.7;13.75;13.75;707240;0.36%
12/04/2019;13.7;13.55;13.7;13.7;502490;1.11%
11/04/2019;13.55;13.55;13.65;13.55;902440;0.00%
10/04/2019;13.55;13.45;13.55;13.4;892150;0.74%
09/04/2019;13.45;13.75;13.45;13.3;593770;-2.18%
08/04/2019;13.75;13.9;14;13.75;5270000;-1.08%
05/04/2019;13.9;13.75;13.9;13.9;325870;1.09%
04/04/2019;13.75;14.2;14;13.75;821910;-3.17%
03/04/2019;14.2;15;14.2;14.2;201070;-5.33%
02/04/2019;15;14.2;15;15;670880;5.63%
01/04/2019;14.2;14.2;14.2;14.2;124170;0.00%
29/03/2019;14.2;14.2;14.2;14;1040000;0.00%
28/03/2019;14.2;14.2;14.2;14.2;355390;0.00%
27/03/2019;14.2;14.1;14.2;14.2;302430;0.71%
26/03/2019;14.1;14.1;14.1;14.1;297690;0.00%
25/03/2019;14.1;14;14.1;14.1;413790;0.71%
22/03/2019;14;14;14.05;14;1330000;0.00%
21/03/2019;14;13.9;14;14;611460;0.72%
20/03/2019;13.9;13.8;13.9;13.8;671300;0.72%
19/03/2019;13.8;13.9;13.95;13.8;682300;-0.72%
18/03/2019;13.9;13.95;13.9;13.9;321690;-0.36%
15/03/2019;13.95;13.95;13.95;13.95;210250;0.00%
14/03/2019;13.95;13.95;13.95;13.95;337480;0.00%
13/03/2019;13.95;14;13.95;13.5;657140;-0.36%
12/03/2019;14;14.55;14;14;307590;-3.78%
11/03/2019;14.55;14.55;14.55;14.55;145620;0.00%
08/03/2019;14.55;14.6;14.55;14.55;391950;-0.34%
07/03/2019;14.6;14.65;14.6;14.6;644160;-0.34%
06/03/2019;14.65;14.65;14.65;14.65;823430;0.00%
05/03/2019;14.65;14.5;14.65;14.55;790420;1.03%
04/03/2019;14.5;14.65;14.5;14.5;271900;-1.02%
01/03/2019;14.65;15;14.65;14.65;177820;-2.33%
28/02/2019;15;15;15;14.8;1950000;0.00%
27/02/2019;15;15.4;15.4;15;696420;-2.60%
26/02/2019;15.4;15.5;15.75;15.4;1700000;-0.65%
25/02/2019;15.5;15;15.5;15.15;1660000;3.33%
22/02/2019;15;15.15;15.2;15;1880000;-0.99%
21/02/2019;15.15;15.15;15.15;15.15;165440;0.00%
20/02/2019;15.15;15.15;15.15;15.15;592600;0.00%
19/02/2019;15.15;14.55;15.15;14.5;1550000;4.12%
18/02/2019;14.55;15.3;15;14.55;1170000;-4.90%
15/02/2019;15.3;15;15.3;15;3990000;2.00%
14/02/2019;15;15;15;15;2180000;0.00%
13/02/2019;15;15;15.05;15;5800000;0.00%
12/02/2019;15;14.6;15.2;14.9;3320000;2.74%
11/02/2019;14.6;14.45;14.65;14.45;1340000;1.04%
08/02/2019;14.45;14.45;14.5;14.15;2530000;0.00%
07/02/2019;14.45;13.6;14.45;13.95;658770;6.25%
06/02/2019;13.6;13.5;13.6;13.55;440560;0.74%
05/02/2019;13.5;13.95;13.85;13.3;2150000;-3.23%
04/02/2019;13.95;14;13.95;13.95;162350;-0.36%
01/02/2019;14;14;14;14;648770;0.00%
31/01/2019;14;14.1;14;14;582880;-0.71%
30/01/2019;14.1;14.1;14.1;14.1;222040;0.00%
29/01/2019;14.1;14.3;14.3;14.1;759100;-1.40%
28/01/2019;14.3;14.5;15.55;14.3;2050000;-1.38%
25/01/2019;14.5;14.5;14.5;14.5;99190;0.00%
24/01/2019;14.5;14.5;14.55;14.5;5690000;0.00%
23/01/2019;14.5;14.5;14.5;14.5;56270;0.00%
22/01/2019;14.5;14.5;14.5;14.5;56450;0.00%
21/01/2019;14.5;14.5;14.5;14.5;96320;0.00%
18/01/2019;14.5;14.55;14.5;14.5;226110;-0.34%
17/01/2019;14.55;14.55;14.55;14.55;202310;0.00%
16/01/2019;14.55;14.55;14.55;14.55;83870;0.00%
15/01/2019;14.55;14;14.55;14.55;487750;3.93%
14/01/2019;14;14;14;14;102180;0.00%
11/01/2019;14;13.8;14;14;250260;1.45%
10/01/2019;13.8;13.65;13.8;13.8;623330;1.10%
09/01/2019;13.65;13.65;13.65;13.5;1070000;0.00%
08/01/2019;13.65;14;13.65;13.65;439600;-2.50%
07/01/2019;14;14.6;14.05;14;976720;-4.11%
04/01/2019;14.6;14.55;14.6;14.6;1670000;0.34%
03/01/2019;14.55;14.8;14.6;14.55;1690000;-1.69%
02/01/2019;14.8;15.25;14.8;14.8;311760;-2.95%
31/12/2018;15.25;15.25;15.25;15.25;366300;0.00%
28/12/2018;15.25;15.35;15.25;14.95;618540;-0.65%
27/12/2018;15.35;15.4;15.8;14.9;1620000;-0.32%
24/12/2018;15.4;14;15.4;15.35;626230;10.00%
21/12/2018;14;14;14;14;231290;0.00%
20/12/2018;14;13.3;14;13.8;570170;5.26%
19/12/2018;13.3;13.3;13.3;13.3;199970;0.00%
18/12/2018;13.3;13.3;13.3;13.3;268080;0.00%
17/12/2018;13.3;13.3;13.3;13.3;196260;0.00%
14/12/2018;13.3;13.3;13.3;13.3;35190;0.00%
13/12/2018;13.3;13.2;13.3;13.3;240770;0.76%
12/12/2018;13.2;13.95;13.2;13.2;174820;-5.38%
11/12/2018;13.95;13.5;13.95;13.95;157760;3.33%
10/12/2018;13.5;13.5;13.5;13.25;971980;0.00%
07/12/2018;13.5;13.1;13.5;13.5;201060;3.05%
06/12/2018;13.1;13.1;13.1;13.1;44580;0.00%
05/12/2018;13.1;13.1;13.1;13.1;76350;0.00%
04/12/2018;13.1;13.05;13.1;13.1;245310;0.38%
03/12/2018;13.05;12.95;13.05;13.05;706080;0.77%
30/11/2018;12.95;13.1;13.15;12.95;1210000;-1.15%
29/11/2018;13.1;13.15;13.15;13.1;729750;-0.38%
28/11/2018;13.15;13.15;13.25;13.15;1300000;0.00%
27/11/2018;13.15;13.1;13.15;13.15;319000;0.38%
26/11/2018;13.1;13.05;13.1;13.1;1280000;0.38%
23/11/2018;13.05;13;13.05;12.95;1180000;0.38%
22/11/2018;13;12.9;13;13;734730;0.78%
21/11/2018;12.9;13;13;12.8;1000000;-0.77%
19/11/2018;13;12.85;13;12.85;643650;1.17%
16/11/2018;12.85;12.5;12.85;12.55;1150000;2.80%
15/11/2018;12.5;12.45;12.5;12.5;524100;0.40%
14/11/2018;12.45;12.55;12.85;12.45;530000;-0.80%
13/11/2018;12.55;12.9;12.55;12.55;387150;-2.71%
12/11/2018;12.9;13;13;12.9;322100;-0.77%
09/11/2018;13;13;13;13;1150000;0.00%
08/11/2018;13;13;13;13;601320;0.00%
07/11/2018;13;13.45;13;12.95;487540;-3.35%
06/11/2018;13.45;12.9;13.45;12.85;1200000;4.26%
05/11/2018;12.9;13;12.9;12.7;1190000;-0.77%
02/11/2018;13;12.7;13.9;12.9;1310000;2.36%
01/11/2018;12.7;13.8;14.85;12.45;2360000;-7.97%
31/10/2018;13.8;14.3;15.3;13.8;800990;-3.50%
30/10/2018;14.3;14.6;14.3;14.3;544800;-2.05%
29/10/2018;14.6;14.6;14.6;14.6;61260;0.00%
26/10/2018;14.6;14.6;14.6;14.6;51310;0.00%
25/10/2018;14.6;14.55;14.6;14.6;333850;0.34%
24/10/2018;14.55;14.5;14.55;14.45;403820;0.34%
23/10/2018;14.5;14.6;14.7;14.5;754020;-0.68%
22/10/2018;14.6;14.6;14.6;14.6;197430;0.00%
19/10/2018;14.6;14.7;14.6;14.6;283710;-0.68%
18/10/2018;14.7;15;14.75;14.7;450700;-2.00%
17/10/2018;15;15;15;15;166740;0.00%
16/10/2018;15;15;15;15;107360;0.00%
15/10/2018;15;14.7;15.3;14.55;1170000;2.04%
12/10/2018;14.7;14.7;14.7;14.7;124290;0.00%
11/10/2018;14.7;14.55;14.7;14.7;313450;1.03%
10/10/2018;14.55;14.55;14.55;14.55;99080;0.00%
09/10/2018;14.55;14.5;14.55;14.55;363060;0.34%
08/10/2018;14.5;14.5;14.5;14.5;68860;0.00%
05/10/2018;14.5;14.35;14.5;14.5;492270;1.05%
04/10/2018;14.35;14.5;14.5;14.25;875140;-1.03%
03/10/2018;14.5;13.9;14.5;14.25;901230;4.32%
02/10/2018;13.9;14.2;13.9;13.9;1270000;-2.11%
28/09/2018;14.2;14.2;14.2;14.2;1330000;0.00%
27/09/2018;14.2;14.6;14.2;14.2;653270;-2.74%
26/09/2018;14.6;14.6;14.6;14.6;457290;0.00%
25/09/2018;14.6;14.7;14.6;13.9;2170000;-0.68%
24/09/2018;14.7;14.7;14.7;14.7;122930;0.00%
21/09/2018;14.7;14.7;14.7;14.7;263050;0.00%
20/09/2018;14.7;14.05;14.7;14.7;245340;4.63%
19/09/2018;14.05;14;14.05;14;946600;0.36%
18/09/2018;14;13.9;14;14;134250;0.72%
17/09/2018;13.9;13.9;13.9;13.9;113120;0.00%
14/09/2018;13.9;13.9;13.95;13.9;645910;0.00%
13/09/2018;13.9;14.2;13.9;13.9;414090;-2.11%
12/09/2018;14.2;14.4;14.25;14.2;375100;-1.39%
11/09/2018;14.4;16;14.6;14.4;574670;-10.00%
10/09/2018;16;16;16;16;217190;0.00%
07/09/2018;16;15.1;16;16;504510;5.96%
06/09/2018;15.1;15.1;15.1;15;400090;0.00%
05/09/2018;15.1;15.1;15.1;15.1;559610;0.00%
04/09/2018;15.1;15.1;15.1;15.1;314070;0.00%
03/09/2018;15.1;15.75;16.45;15.1;480660;-4.13%
31/08/2018;15.75;15.7;15.75;15.45;1070000;0.32%
30/08/2018;15.7;16;15.8;15;2340000;-1.26%
29/08/2018;15.9;15.5;16;15.8;1270000;2.58%
28/08/2018;15.5;15;15.5;15.3;362680;3.33%
27/08/2018;15;14.7;15.1;14.8;1470000;2.04%
24/08/2018;14.7;14.8;14.7;14.7;703450;-0.68%
23/08/2018;14.8;14.8;14.8;14.8;394880;0.00%
20/08/2018;14.8;14.8;14.8;14.55;954450;0.00%
17/08/2018;14.8;15.1;15;14.75;891240;-1.99%
16/08/2018;15.1;15.1;15.1;15.1;820910;0.00%
15/08/2018;15.1;15.15;15.1;14.9;1080000;-0.33%
14/08/2018;15.15;15.3;15.15;15.15;700680;-0.98%
13/08/2018;15.3;15.5;15.5;15.3;1890000;-1.29%
10/08/2018;15.5;16;15.6;15.5;2950000;-3.13%
09/08/2018;16;16;16;16;391970;0.00%
08/08/2018;16;16;16;16;269700;0.00%
07/08/2018;16;16;16.1;16;544880;0.00%
06/08/2018;16;16;16;16;754870;0.00%
03/08/2018;16;16.7;16.05;16;1880000;-4.19%
02/08/2018;16.7;16.7;16.7;16.7;244780;0.00%
01/08/2018;16.7;16.9;16.7;16.7;161830;-1.18%
31/07/2018;16.9;17;16.9;16.9;443280;-0.59%
30/07/2018;17;16.5;17.3;17;627460;3.03%
27/07/2018;16.5;15;16.5;15.4;543100;10.00%
26/07/2018;15;15.5;15;15;861290;-3.23%
25/07/2018;15.5;17;16.4;15.35;3480000;-8.82%
24/07/2018;17;17.7;17.5;17;3210000;-3.95%
23/07/2018;17.7;17.7;17.7;17.7;143980;0.00%
20/07/2018;17.7;19.5;17.8;17.7;2870000;-9.23%
19/07/2018;19.5;18.3;19.5;18.35;5280000;6.56%
18/07/2018;18.3;17.95;18.3;17.65;2590000;1.95%
17/07/2018;17.95;17.5;17.95;17.9;1060000;2.57%
16/07/2018;17.5;17.5;17.5;17.5;2450000;0.00%
13/07/2018;17.5;17;18.5;17.5;15210000;2.94%
12/07/2018;17;17.5;17.7;17;1890000;-2.86%
11/07/2018;17.5;17.5;17.5;17.5;72550;0.00%
10/07/2018;17.5;17.8;18;17.5;2650000;-1.69%
09/07/2018;17.8;18.5;18.05;17.8;7290000;-3.78%
06/07/2018;18.5;19;18.6;18.5;1350000;-2.63%
05/07/2018;19;18.35;19;18.35;772640;3.54%
04/07/2018;18.35;18.5;18.35;18.35;308410;-0.81%
03/07/2018;18.5;19;18.5;18.5;806940;-2.63%
02/07/2018;19;19;19;19;132670;0.53%
29/06/2018;18.9;18.8;19;18.75;42090;-0.53%
28/06/2018;19;19;19.75;19;16980000;0.00%
27/06/2018;19;19;19;19;698470;0.00%
26/06/2018;19;19;19;19;522440;0.00%
25/06/2018;19;19;19;18.5;1420000;-1.04%
22/06/2018;19.2;19.5;19.5;18.8;275960;1.05%
21/06/2018;19;19.8;19.8;19;2600000;0.00%
20/06/2018;19;19.5;19.5;18.75;236510;0.00%
19/06/2018;19;19.35;19.85;19;190140;-2.06%
14/06/2018;19.4;19.25;19.4;19;722020;2.11%
13/06/2018;19;20.2;20.2;19;4610000;-2.56%
12/06/2018;19.5;20.1;21.1;19.5;56890000;-2.01%
11/06/2018;19.9;19.25;19.9;19.5;32520000;-0.50%
08/06/2018;20;20.1;20;19.25;27930000;2.04%
07/06/2018;19.6;20.15;20.15;19.3;1440000;2.08%
06/06/2018;19.2;19.2;19.2;19;12500000;4.63%
05/06/2018;18.35;17.5;18.35;18.1;1150000;6.38%
04/06/2018;17.25;17.1;17.3;17.1;2310000;-0.58%
01/06/2018;17.35;17;17.45;17;169710;-0.57%
31/05/2018;17.45;17;17.45;17;588100;2.65%
30/05/2018;17;16.85;17.65;16.55;1800000;2.72%
28/05/2018;16.55;17.3;16.55;16.45;2510000;0.30%
25/05/2018;16.5;16.2;16.5;16.15;2530000;-2.65%
24/05/2018;16.95;17;17.1;16.95;1970000;-4.78%
23/05/2018;17.8;18;18.05;17.8;1880000;-2.47%
22/05/2018;18.25;18.6;18.6;18.25;3030000;-3.69%
21/05/2018;18.95;18.9;18.95;18.9;1210000;0.80%
18/05/2018;18.8;18.6;18.8;18.6;693100;1.35%
17/05/2018;18.55;18.4;18.95;18.55;1660000;-2.37%
16/05/2018;19;18.55;19;18.55;819920;2.43%
15/05/2018;18.55;18.4;18.55;18.4;726090;0.00%
14/05/2018;18.55;18.5;18.7;18.55;814450;0.27%
11/05/2018;18.5;18.45;18.95;18.4;1550000;0.27%
10/05/2018;18.45;18.7;18.7;18.45;5520000;-1.07%
09/05/2018;18.65;19;19;18.4;3090000;-2.36%
08/05/2018;19.1;19.95;19.1;19;1890000;0.53%
07/05/2018;19;19.1;19.2;19;1230000;0.00%
04/05/2018;19;18.15;19.15;18.15;2980000;0.00%
03/05/2018;19;20;20;19;5240000;-5.00%
02/05/2018;20;20;20;20;3440000;-2.44%
30/04/2018;20.5;20.4;20.5;20.35;3980000;-4.21%
27/04/2018;21.4;21.4;21.4;21.4;9910000;1.18%
26/04/2018;21.15;21;21.15;21;5830000;-0.24%
25/04/2018;21.2;21.15;21.2;21.15;1020000;0.95%
24/04/2018;21;20.65;21;20.65;3280000;2.19%
23/04/2018;20.55;20.55;20.55;20.55;714570;-3.97%
20/04/2018;21.4;21.2;21.4;21.2;1100000;-2.73%
19/04/2018;22;22;22;21.8;1200000;-0.23%
18/04/2018;22.05;22;22.05;22;438350;0.23%
17/04/2018;22;22.05;22.05;22;505990;-1.12%
16/04/2018;22.25;22.2;22.25;22.2;672550;0.00%
13/04/2018;22.25;21.9;22.25;21.9;1710000;0.68%
12/04/2018;22.1;22;22.15;22;2850000;0.91%
11/04/2018;21.9;22;22;21.8;2580000;-0.45%
10/04/2018;22;21.9;22;21.9;3520000;2.56%
09/04/2018;21.45;21.9;21.45;21.45;291690;0.00%
06/04/2018;21.45;21;21.7;21;4990000;3.37%
05/04/2018;20.75;20.5;20.95;20.5;901640;-0.24%
04/04/2018;20.8;20.05;21.5;20.05;525230;-0.95%
03/04/2018;21;21;22;21;3190000;-3.67%
29/03/2018;21.8;21.9;21.8;21.1;875280;3.56%
28/03/2018;21.05;21.9;22;21.05;5110000;-3.44%
27/03/2018;21.8;21.15;21.8;21.15;786600;3.07%
26/03/2018;21.15;21;21.7;20.95;2510000;0.71%
23/03/2018;21;20.95;21;20.95;1560000;2.44%
22/03/2018;20.5;21;21;20.5;416570;-1.44%
21/03/2018;20.8;21;21.45;20.8;4030000;-0.95%
20/03/2018;21;20.1;21.05;20.1;7360000;0.00%
19/03/2018;21;21.9;21;21;331730;0.48%
16/03/2018;20.9;20.9;20.9;20.9;782220;-5.00%
15/03/2018;22;20.2;22;20.15;3230000;3.77%
14/03/2018;21.2;21.2;21.95;21.2;5140000;-4.93%
13/03/2018;22.3;23.4;23.4;22.3;1360000;-4.50%
12/03/2018;23.35;22.5;23.35;22.1;1780000;3.78%
09/03/2018;22.5;22.5;22.5;22.5;5850000;1.35%
08/03/2018;22.2;22.2;22.5;22.2;5030000;-1.33%
07/03/2018;22.5;23.6;23.6;22.5;4700000;0.00%
06/03/2018;22.5;21.5;22.5;21.5;7410000;4.90%
05/03/2018;21.45;21.4;21.45;21.4;1070000;0.23%
02/03/2018;21.4;21.55;21.55;21.05;3200000;-0.93%
01/03/2018;21.6;21.55;21.6;21.55;2700000;0.23%
28/02/2018;21.55;21.5;21.55;21.5;3110000;0.00%
27/02/2018;21.55;21.5;21.55;20.5;8890000;0.00%
26/02/2018;21.55;21.7;21.7;21.55;1440000;-0.69%
23/02/2018;21.7;21.4;21.7;21.4;489420;1.64%
22/02/2018;21.35;21.8;21.7;21.3;889370;-2.73%
21/02/2018;21.95;21.95;21.95;21.95;737760;2.09%
20/02/2018;21.5;21.4;21.95;21.4;164630;0.00%
19/02/2018;21.5;22;22;21;255930;-1.83%
16/02/2018;21.9;22;22;21.55;1210000;-0.45%
15/02/2018;22;22;22;22;949040;4.02%
14/02/2018;21.15;21;22;20.5;245980;0.71%
13/02/2018;21;20.7;21;20.7;1050000;1.45%
12/02/2018;20.7;21.1;21.1;20.7;2610000;-4.83%
09/02/2018;21.75;22.75;22.75;21.75;2430000;-0.91%
08/02/2018;21.95;20.95;21.95;21.5;2500000;-0.23%
07/02/2018;22;23.1;23.95;21.95;29680000;0.00%
06/02/2018;22;22;22;20.9;4820000;4.76%
05/02/2018;21;21;21;21;290820;1.69%
02/02/2018;20.65;20.9;20.9;20.65;786310;0.24%
01/02/2018;20.6;22;22;20.6;881090;-1.90%
31/01/2018;21;20.9;21;20.55;965790;-0.24%
30/01/2018;21.05;21;21.05;21;1040000;0.48%
29/01/2018;20.95;20.95;20.95;20.95;843570;-4.60%
26/01/2018;21.96;23.11;23.5;21.96;26820000;-0.23%
25/01/2018;22.01;20.97;22.01;20;3750000;10.16%
24/01/2018;19.98;20;20;19.36;3090000;-0.10%
23/01/2018;20;20;20;19.96;2240000;0.00%
22/01/2018;20;20;20;19.88;1720000;0.00%
19/01/2018;20;20.3;20.5;19.82;5880000;-3.61%
18/01/2018;20.75;20.51;21;20.5;1830000;-1.19%
17/01/2018;21;21;21.31;21;2490000;-1.45%
16/01/2018;21.31;20.7;21.31;20.7;3660000;4.98%
15/01/2018;20.3;21.36;21.36;20.3;1220000;-4.56%
12/01/2018;21.27;21.99;21.89;21.27;3480000;-1.07%
11/01/2018;21.5;21.8;21.9;21.5;10270000;-1.38%
10/01/2018;21.8;21.07;22.2;21.07;8870000;0.00%
09/01/2018;21.8;21.8;21.9;21.7;6190000;0.46%
08/01/2018;21.7;21.79;21.8;21.56;2060000;-0.69%
05/01/2018;21.85;23;21.87;21.85;1420000;-0.46%
04/01/2018;21.95;22.5;22;21.9;2450000;0.37%
