Date;Close;Open;High;Low;Volume;Variation %
29/12/2023;57;57.4;57.45;57;1750000;-0.70%
28/12/2023;57.4;56.7;57.4;57;3010000;1.23%
27/12/2023;56.7;57.45;56.7;56.5;2780000;-1.31%
22/12/2023;57.45;56.5;57.45;56.2;8630000;1.68%
21/12/2023;56.5;56.85;56.5;56.5;4410000;-0.62%
20/12/2023;56.85;57.4;57;56.85;2010000;-0.96%
19/12/2023;57.4;57.4;57.45;57.4;1310000;0.00%
18/12/2023;57.4;57.5;57.5;57.4;3320000;-0.17%
15/12/2023;57.5;57.4;57.5;57.5;2100000;0.17%
14/12/2023;57.4;57.05;57.5;57.4;3490000;0.61%
13/12/2023;57.05;57.4;57.05;57;3970000;-0.61%
12/12/2023;57.4;57.4;57.45;57;339640;0.00%
11/12/2023;57.4;57.4;57.45;55.2;904630;0.00%
08/12/2023;57.4;57.4;57.5;55.05;1070000;0.00%
07/12/2023;57.4;57.4;57.85;56.8;1010000;0.00%
06/12/2023;57.4;57.45;57.4;57;3930000;-0.09%
05/12/2023;57.45;57.45;57.7;57;876930;0.00%
04/12/2023;57.45;57.7;57.8;57.45;2650000;-0.43%
01/12/2023;57.7;58;57.9;57.7;1760000;-0.52%
30/11/2023;58;59;58;58;2010000;-1.69%
29/11/2023;59;59.9;59.05;59;1130000;-1.50%
28/11/2023;59.9;60;60;59.5;1630000;-0.17%
27/11/2023;60;60;61;60;4750000;0.00%
24/11/2023;60;60;60.5;59.8;565210;0.00%
23/11/2023;60;60;60;59.8;1010000;0.00%
22/11/2023;60;61;60;60;1030000;-1.64%
21/11/2023;61;61;60.9;59.5;733970;0.00%
20/11/2023;61;61;61.2;60.7;575360;0.00%
17/11/2023;61;61.4;61;61;1840000;-0.65%
16/11/2023;61.4;61.5;61.4;61.4;1780000;-0.16%
15/11/2023;61.5;61.6;61.5;61.5;2650000;-0.16%
14/11/2023;61.6;61.6;62.2;60.9;1200000;0.00%
13/11/2023;61.6;61.6;62;61.2;3000000;0.00%
10/11/2023;61.6;62;61.8;61.6;2340000;-0.65%
09/11/2023;62;62.2;62;61.5;1710000;-0.32%
08/11/2023;62.2;62.2;61.8;61.1;2940000;0.00%
07/11/2023;62.2;62.2;61.7;61;1570000;0.00%
06/11/2023;62.2;62.2;61.9;61.3;2310000;0.00%
03/11/2023;62.2;61.9;62.95;62.2;4610000;0.48%
02/11/2023;61.9;62.05;62;61.9;3770000;-0.24%
01/11/2023;62.05;63;62.6;62.05;3820000;-1.51%
31/10/2023;63;63.75;63.45;61.2;5630000;-1.18%
30/10/2023;63.75;63;63.75;63;2290000;1.19%
27/10/2023;63;62.65;63;63;2300000;0.56%
26/10/2023;62.65;62.65;62.95;61.8;1610000;0.00%
25/10/2023;62.65;63;63;62.65;811360;-0.56%
24/10/2023;63;61;64.5;63;2730000;3.28%
23/10/2023;61;63.5;61.5;61;2300000;-3.94%
20/10/2023;63.5;65;63.5;63.5;1570000;-2.31%
19/10/2023;65;65;65;65;2090000;0.00%
18/10/2023;65;65;66.85;65;3920000;0.00%
17/10/2023;65;62.6;65;62.6;5150000;3.83%
16/10/2023;62.6;60.7;63;60.8;10570000;3.13%
13/10/2023;60.7;58;61.5;59.25;3910000;4.66%
12/10/2023;58;58;58;58;1970000;0.00%
11/10/2023;58;58;59;57.95;3010000;0.00%
10/10/2023;58;58;57.95;57.3;2190000;0.00%
09/10/2023;58;56.5;58;58;2870000;2.65%
06/10/2023;56.5;56;56.5;56;2690000;0.89%
05/10/2023;56;55;56;55.45;2350000;1.82%
04/10/2023;55;54.15;56;54.5;4720000;1.57%
03/10/2023;54.15;53.9;54.35;53.65;2860000;0.46%
29/09/2023;53.9;52;53.9;51.7;5660000;4.26%
28/09/2023;51.7;55;51.7;51.7;2430000;-6.00%
26/09/2023;55;55;56.3;53.1;2570000;0.00%
25/09/2023;55;56.25;56.35;55;2410000;-2.22%
22/09/2023;56.25;56;57.45;56.2;3150000;0.45%
21/09/2023;56;54.05;56;55;3330000;3.61%
20/09/2023;54.05;56.1;56.3;51.65;5540000;-3.65%
19/09/2023;56.1;57.2;56.5;56;3060000;-1.92%
18/09/2023;57.2;57.2;57.3;55;1740000;0.00%
15/09/2023;57.2;57.2;57;55.5;2530000;0.00%
14/09/2023;57.2;57.75;57.8;54;12310000;0.00%
13/09/2023;57.2;52;57.2;52;16000000;10.00%
12/09/2023;52;57.75;53;52;26380000;-9.96%
11/09/2023;57.75;64.15;63;57.75;13680000;-9.98%
08/09/2023;64.15;64;67;62.75;10980000;0.23%
07/09/2023;64;66.65;67.8;60;23390000;-3.98%
06/09/2023;66.65;70;70;66.55;6390000;-4.79%
05/09/2023;70;71.5;71.5;67.8;16240000;5.18%
04/09/2023;66.55;60.5;66.55;65.2;20860000;10.00%
01/09/2023;60.5;55;60.5;58;9010000;10.00%
31/08/2023;55;59;59;52.5;28860000;-5.66%
30/08/2023;58.3;63.15;63.15;52;24450000;1.48%
29/08/2023;57.45;52.25;57.45;57.35;5900000;9.95%
28/08/2023;52.25;47.5;52.25;47.5;16030000;10.00%
25/08/2023;47.5;48.1;48.1;44.5;16550000;7.95%
24/08/2023;44;40;44;41.75;18430000;10.00%
23/08/2023;40;38;40.4;36.85;16120000;6.95%
22/08/2023;37.4;36;38.9;36;8910000;3.89%
21/08/2023;36;35;36;35.05;3540000;2.86%
18/08/2023;35;35.5;35.5;33;10530000;-1.41%
17/08/2023;35.5;34;35.5;35.5;2970000;4.41%
16/08/2023;34;33;34;33.95;3660000;3.03%
15/08/2023;33;34.5;33;33;1890000;-4.35%
14/08/2023;34.5;33;34.5;33.15;3510000;4.55%
11/08/2023;33;32.4;33.1;33;14310000;1.85%
10/08/2023;32.4;34.7;33.1;32.4;2700000;-6.63%
09/08/2023;34.7;34.7;34.45;32.35;2000000;0.00%
08/08/2023;34.7;35.75;35;34.7;2190000;-2.94%
07/08/2023;35.75;37.5;37.6;35.75;5100000;-4.67%
04/08/2023;37.5;35.9;37.6;37;5210000;4.46%
03/08/2023;35.9;32.65;35.9;35;13200000;9.95%
02/08/2023;32.65;32.55;32.65;30.1;9960000;9.93%
01/08/2023;29.7;26.9;29.7;24.4;7640000;10.00%
31/07/2023;27;27;28;27;16870000;-10.00%
28/07/2023;30;30;30;28;7190000;0.00%
27/07/2023;30;30;30;30;2080000;0.00%
26/07/2023;30;30.4;30.1;30;1360000;-1.32%
25/07/2023;30.4;29.75;30.4;30.15;1650000;2.18%
24/07/2023;29.75;29;30;29.75;7320000;2.59%
21/07/2023;29;28.4;29.05;29;3970000;2.11%
20/07/2023;28.4;27.5;28.5;27.95;1830000;3.27%
19/07/2023;27.5;27.5;28;27.5;30700000;0.00%
18/07/2023;27.5;28.05;28.05;27.5;23220000;-2.14%
17/07/2023;28.1;29;29.4;28.1;6380000;-3.10%
14/07/2023;29;32.8;32.8;29;13890000;-2.85%
13/07/2023;29.85;29.85;29.85;29.25;22470000;9.94%
12/07/2023;27.15;27.55;27.95;25;28500000;-1.27%
11/07/2023;27.5;27.35;27.5;27.5;9660000;0.55%
10/07/2023;27.35;27.5;28.7;27.35;5140000;-0.55%
07/07/2023;27.5;27;28;27.4;9310000;1.85%
06/07/2023;27;25.35;27.4;25.4;4630000;6.51%
05/07/2023;25.35;25.05;25.35;25.05;5160000;1.20%
04/07/2023;25.05;25.75;25.05;24.95;6760000;-2.72%
03/07/2023;25.75;25;26.45;25.75;2070000;3.00%
30/06/2023;25;25;25.1;25;2270000;0.00%
27/06/2023;25;23.95;25;23.95;11890000;4.38%
26/06/2023;23.95;23.6;23.95;23.95;1300000;1.48%
23/06/2023;23.6;24;23.7;23.6;5370000;-1.67%
22/06/2023;24;24;24.45;24;4910000;0.00%
21/06/2023;24;24;24;24;1870000;0.00%
20/06/2023;24;23.5;24;23.6;2390000;2.13%
19/06/2023;23.5;23;23.5;23;1890000;2.17%
16/06/2023;23;24;23.5;23;4140000;-4.17%
15/06/2023;24;25.3;25.3;23;18250000;-5.14%
14/06/2023;25.3;23;25.3;23;23250000;10.00%
13/06/2023;23;21;23;21;15440000;9.52%
09/06/2023;21;21;21.1;21;2740000;0.00%
08/06/2023;21;20.8;21.35;21;19300000;0.96%
07/06/2023;20.8;20.55;20.8;20.75;1510000;1.22%
06/06/2023;20.55;20.5;20.55;20.55;934660;0.24%
05/06/2023;20.5;20.55;20.55;20.5;3880000;-0.24%
02/06/2023;20.55;20.55;20.55;20.5;3490000;0.00%
01/06/2023;20.55;20.5;20.55;20.5;6400000;0.24%
31/05/2023;20.5;21.9;21.9;20.35;5140000;-6.39%
30/05/2023;21.9;20;22;21.65;10560000;9.50%
26/05/2023;20;19.4;20;19.4;2890000;3.09%
25/05/2023;19.4;19;19.4;18.9;3080000;2.11%
24/05/2023;19;18.9;19.25;18.9;7500000;0.53%
23/05/2023;18.9;18.7;18.9;18.7;3900000;1.07%
22/05/2023;18.7;18.7;18.7;18.7;1110000;0.00%
19/05/2023;18.7;18.7;18.75;18.1;679010;0.00%
18/05/2023;18.7;18.9;18.7;18.7;951350;-1.06%
17/05/2023;18.9;18.9;18.9;18.85;3750000;0.00%
16/05/2023;18.9;18.9;18.9;18.9;951350;0.00%
15/05/2023;18.9;18.9;18.9;18.9;823220;0.00%
12/05/2023;18.9;18.9;18.9;18.9;1060000;0.00%
11/05/2023;18.9;18.9;19;18.9;1270000;0.00%
10/05/2023;18.9;18.95;18.9;18.9;1410000;-0.26%
09/05/2023;18.95;19.05;19;18.95;1150000;-0.52%
08/05/2023;19.05;19;19.1;19;4250000;0.26%
05/05/2023;19;19;19.05;18.7;3000000;0.00%
04/05/2023;19;19.25;19.3;19;3640000;-1.30%
03/05/2023;19.25;19.4;19.4;19;8730000;-0.26%
02/05/2023;19.3;19.5;19.5;19.05;6240000;-1.03%
28/04/2023;19.5;18.45;19.6;18.45;5570000;5.69%
27/04/2023;18.45;18.35;18.5;17.4;5300000;0.54%
26/04/2023;18.35;17.5;18.35;17.8;1380000;4.86%
25/04/2023;17.5;17.1;17.5;17.25;9090000;2.34%
20/04/2023;17.1;17.1;17.2;17.1;1630000;0.00%
19/04/2023;17.1;17.1;17.35;17.1;8970000;0.00%
18/04/2023;17.1;17;17.1;17.1;649740;0.59%
17/04/2023;17;17;17;17;682140;0.00%
14/04/2023;17;17.25;17.05;17;1320000;-1.45%
13/04/2023;17.25;17.25;17.45;17.05;163230;0.00%
12/04/2023;17.25;17;17.25;17.25;396110;1.47%
11/04/2023;17;17;17.45;17;281210;0.00%
06/04/2023;17;17.5;17;17;1040000;-2.86%
05/04/2023;17.5;17.5;17.45;17.05;1320000;0.00%
04/04/2023;17.5;17;17.5;17.5;1760000;2.94%
03/04/2023;17;17;17;17;1080000;0.00%
31/03/2023;17;16.8;17;17;962330;1.19%
30/03/2023;16.8;16.7;17;16.8;2100000;0.60%
29/03/2023;16.7;16.7;16.7;16.7;2420000;0.00%
28/03/2023;16.7;16.8;16.7;16.5;1030000;-0.60%
27/03/2023;16.8;16.8;16.8;16.8;578550;-8.20%
24/03/2023;18.3;18.3;18.3;18.3;1550000;0.00%
23/03/2023;18.3;18.4;18.35;18.3;924140;-0.54%
22/03/2023;18.4;18.4;18.4;18.4;4000000;0.00%
21/03/2023;18.4;18.4;18.4;18.4;1610000;0.00%
20/03/2023;18.4;18.5;18.4;18.35;1190000;-0.54%
17/03/2023;18.5;18.45;18.5;18.45;3250000;0.27%
16/03/2023;18.45;19;18.45;18.45;1230000;-2.89%
15/03/2023;19;19;19;18.4;703540;0.00%
14/03/2023;19;19;19;19;826370;0.00%
13/03/2023;19;19.15;19.25;19;1680000;-0.78%
10/03/2023;19.15;19.15;19.2;19.15;4270000;0.00%
09/03/2023;19.15;19.15;19.25;19.15;3410000;0.00%
08/03/2023;19.15;19.25;19.2;19.15;1070000;-0.52%
07/03/2023;19.25;19.4;19.4;19.1;3880000;-0.26%
06/03/2023;19.3;19.2;19.5;19.3;4260000;0.52%
03/03/2023;19.2;20.95;20.95;18.65;5670000;-0.78%
02/03/2023;19.35;18.5;19.35;18.5;8350000;9.94%
01/03/2023;17.6;17.55;17.6;17.55;1360000;0.28%
28/02/2023;17.55;17.45;17.55;17.55;571490;0.57%
27/02/2023;17.45;17.2;17.45;17.45;918110;1.45%
24/02/2023;17.2;17.2;17.5;17.3;283940;0.00%
23/02/2023;17.2;17.2;17.45;17.1;273550;0.00%
22/02/2023;17.2;17.15;17.2;17.2;319980;0.29%
21/02/2023;17.15;17.15;17.45;17.15;407430;0.00%
20/02/2023;17.15;17.15;17.5;17.1;176900;0.00%
17/02/2023;17.15;17.2;17.2;17.15;1800000;-0.29%
16/02/2023;17.2;17.15;17.3;17.2;1910000;0.29%
15/02/2023;17.15;17.25;17.2;17.15;870890;-0.58%
14/02/2023;17.25;17.05;17.25;17.1;680210;1.17%
13/02/2023;17.05;17.05;17.05;17.05;602980;0.00%
10/02/2023;17.05;17.05;17.05;17.05;2150000;0.00%
09/02/2023;17.05;17.05;17.1;17.05;2400000;0.00%
08/02/2023;17.05;17.05;17.3;17;348470;0.00%
07/02/2023;17.05;17.1;17.1;17.05;1690000;-0.29%
06/02/2023;17.1;17.1;17.5;17;257160;0.00%
03/02/2023;17.1;17;17.15;17;926210;0.59%
02/02/2023;17;17;17;17;1420000;0.00%
01/02/2023;17;17.35;17;17;327970;-2.02%
31/01/2023;17.35;17.35;17.6;16.75;1500000;0.00%
30/01/2023;17.35;16.9;17.35;16.9;8090000;2.66%
27/01/2023;16.9;16.9;16.9;16.55;375430;0.00%
26/01/2023;16.9;17;16.9;16.9;6690000;-0.59%
25/01/2023;17;17;17;16.6;400400;0.00%
24/01/2023;17;17;17.2;16.6;564740;0.00%
23/01/2023;17;17;17;17;833800;0.00%
20/01/2023;17;17.45;17;17;2500000;-2.58%
19/01/2023;17.45;17.15;17.45;17.2;1150000;1.75%
18/01/2023;17.15;17.5;17.15;17.15;1000000;-2.00%
17/01/2023;17.5;17.5;17.5;17.5;3970000;0.00%
16/01/2023;17.5;17.2;17.5;17;5330000;1.74%
13/01/2023;17.2;17.15;17.5;17.2;2940000;0.29%
12/01/2023;17.15;16;17.15;16.6;1390000;7.19%
11/01/2023;16;16;16.4;16;128050;0.00%
10/01/2023;16;16;16.4;16.05;499930;0.00%
09/01/2023;16;16;16;16;1260000;0.00%
06/01/2023;16;16;16;16;887860;0.00%
05/01/2023;16;16;16.05;15.9;375440;0.00%
04/01/2023;16;16.05;16;16;1210000;-0.31%
03/01/2023;16.05;16.05;16.15;15.5;253380;0.00%
30/12/2022;16.05;16.05;16.15;15.7;304050;0.00%
29/12/2022;16.05;16;16.05;16.05;764460;0.31%
28/12/2022;16;15.5;16;16;375600;3.23%
23/12/2022;15.5;15.7;15.5;15.5;448240;-1.27%
22/12/2022;15.7;15.7;15.85;15.6;525720;0.00%
21/12/2022;15.7;15.7;15.9;15.7;89790;0.00%
20/12/2022;15.7;15.6;15.7;15.6;690460;1.29%
19/12/2022;15.5;15.5;15.8;15.5;155440;0.00%
16/12/2022;15.5;15.5;15.75;15.3;320370;0.00%
15/12/2022;15.5;15.3;15.5;15.5;290840;1.31%
14/12/2022;15.3;16.2;15.3;15.3;930010;-5.56%
13/12/2022;16.2;16.2;16.1;15.45;874810;0.00%
12/12/2022;16.2;16.2;16.2;15.6;252890;0.00%
09/12/2022;16.2;16.2;16.2;15.7;125740;0.00%
08/12/2022;16.2;16.2;16.25;15.85;280680;0.00%
07/12/2022;16.2;16.2;16.2;15.55;199940;0.00%
06/12/2022;16.2;16.2;16.2;16.2;825730;0.00%
05/12/2022;16.2;16.2;16.2;15.8;473900;0.00%
02/12/2022;16.2;16.25;16.2;16.2;303520;-0.31%
01/12/2022;16.25;16.25;16.25;15.65;166790;0.00%
30/11/2022;16.25;16.25;16.2;15.85;299540;0.00%
29/11/2022;16.25;16.25;16.3;15.65;222920;0.00%
28/11/2022;16.25;16.25;16.25;16.25;281560;0.00%
25/11/2022;16.25;16.25;16.25;15.85;192350;0.00%
24/11/2022;16.25;16.25;16.3;16.05;1320000;0.00%
23/11/2022;16.25;15.85;16.25;16.2;1360000;2.52%
22/11/2022;15.85;15.85;15.85;15.5;203470;0.00%
21/11/2022;15.85;15.85;15.85;15.5;431350;0.00%
18/11/2022;15.85;15.85;16;15.8;640190;0.00%
17/11/2022;15.85;16.3;15.85;15.85;769620;-2.76%
16/11/2022;16.3;16.3;15.75;14.95;118640;0.00%
15/11/2022;16.3;16.3;15.75;15;95970;0.00%
14/11/2022;16.3;16.3;15.6;15;737400;0.00%
11/11/2022;16.3;16.3;15.55;14.9;423070;0.00%
10/11/2022;16.3;16.3;15.3;14.8;307740;0.00%
09/11/2022;16.3;16.3;15.3;14.8;335470;0.00%
08/11/2022;16.3;16.3;15.35;14.75;125550;0.00%
07/11/2022;16.3;16.3;15.25;14.75;383370;0.00%
04/11/2022;16.3;16.3;15.3;14.8;499770;0.00%
03/11/2022;16.3;16.3;15.3;14.75;205540;0.00%
02/11/2022;16.3;16.3;15.95;14.75;761650;0.00%
01/11/2022;16.3;16.3;15.95;15.3;323620;0.00%
31/10/2022;16.3;16.3;16.3;15.25;552870;0.00%
28/10/2022;16.3;15.35;16.3;16.3;982080;6.19%
27/10/2022;15.35;15.35;15.95;15.2;281580;0.00%
26/10/2022;15.35;16.3;15.35;15.35;1650000;-5.83%
25/10/2022;16.3;16.3;16.15;15.2;69560;0.00%
24/10/2022;16.3;16.3;16.25;15.45;245260;0.00%
21/10/2022;16.3;15.9;16.3;16.3;557930;2.52%
20/10/2022;15.9;15.3;15.9;15.9;387940;3.92%
19/10/2022;15.3;15.6;15.3;15.3;1170000;-1.92%
18/10/2022;15.6;15.6;15.55;14.5;290180;0.00%
17/10/2022;15.6;16.05;15.6;15;777350;-2.80%
14/10/2022;16.05;16.05;15.5;15;919490;0.00%
13/10/2022;16.05;16.05;15.55;14.45;532620;0.00%
12/10/2022;16.05;16.05;15.3;14.45;876900;0.00%
11/10/2022;16.05;16.05;15.45;14.45;603930;0.00%
07/10/2022;16.05;16.05;15.45;14.9;241070;0.00%
06/10/2022;16.05;16.05;16;14.85;124680;0.00%
05/10/2022;16.05;16.05;15.65;15.1;231060;0.00%
04/10/2022;16.05;16.05;15.9;15.1;188900;0.00%
30/09/2022;16.05;16.05;15.95;15.05;118290;0.00%
29/09/2022;16.05;16.05;16;15;148220;0.00%
28/09/2022;16.05;16.05;16.05;15.1;147870;0.00%
27/09/2022;16.05;16.05;16;15.35;362420;0.00%
26/09/2022;16.05;16.05;15.95;15.4;271150;0.00%
23/09/2022;16.05;16.05;15.85;15.4;404040;0.00%
22/09/2022;16.05;16.05;15.9;15.4;154000;0.00%
21/09/2022;16.05;16.05;16.3;15.2;199700;0.00%
20/09/2022;16.05;16.05;16.05;15;437750;0.00%
19/09/2022;16.05;16.05;16.25;15.95;231300;0.00%
16/09/2022;16.05;16.05;16.05;16.05;381330;0.00%
15/09/2022;16.05;16.5;16.05;16.05;700010;-2.73%
14/09/2022;16.5;16.5;16.5;16.5;2610000;0.00%
13/09/2022;16.5;16.6;16.5;16.5;2890000;-0.60%
12/09/2022;16.6;16.55;16.6;16.5;1720000;0.30%
09/09/2022;16.55;16.55;16.9;16.5;312730;0.00%
08/09/2022;16.55;16.55;16.8;16.05;143090;0.00%
07/09/2022;16.55;16.5;16.6;16.15;4440000;0.30%
06/09/2022;16.5;16.4;16.5;16;1400000;0.61%
05/09/2022;16.4;16.4;16.4;16.05;140870;0.00%
02/09/2022;16.4;16.4;16.3;16.05;204240;0.00%
01/09/2022;16.4;16.4;16.4;16.05;100600;0.00%
31/08/2022;16.4;16;16.4;16;3200000;2.50%
30/08/2022;16;16;16.45;16;528280;0.00%
29/08/2022;16;16;16.6;16;942770;0.00%
26/08/2022;16;16;16.45;16;126140;0.00%
25/08/2022;16;16;16.35;16;293660;0.00%
24/08/2022;16;16;16.45;16;145290;0.00%
23/08/2022;16;16.3;16.25;16;2930000;-1.84%
22/08/2022;16.3;16.3;16.3;16.3;1140000;0.00%
19/08/2022;16.3;16;16.3;16.3;550200;1.87%
18/08/2022;16;16;16;16;3400000;0.00%
17/08/2022;16;16;16.4;16;323820;0.00%
16/08/2022;16;16;16.5;16;406240;0.00%
15/08/2022;16;16.7;16;16;1890000;-4.19%
12/08/2022;16.7;16.7;16.7;16.7;443940;0.00%
11/08/2022;16.7;16.7;16.7;16.35;104150;0.00%
10/08/2022;16.7;16.55;16.7;16.5;1990000;0.91%
09/08/2022;16.55;16.55;16.9;16.5;136460;0.00%
08/08/2022;16.55;16.5;16.55;16.55;886750;0.30%
05/08/2022;16.5;16.5;16.95;16.25;407640;0.00%
04/08/2022;16.5;17;16.5;16.5;498770;-2.94%
03/08/2022;17;16;17;17;1540000;6.25%
02/08/2022;16;16;17.05;16.2;326500;0.00%
01/08/2022;16;16;17.35;16.05;1520000;0.00%
29/07/2022;16;16;16;16;1060000;0.00%
28/07/2022;16;16;16;16;2990000;0.00%
27/07/2022;16;16;16.05;16;2820000;0.00%
26/07/2022;16;16;16.05;16;847920;0.00%
25/07/2022;16;16;16;16;4180000;0.00%
22/07/2022;16;16;16;16;6140000;0.00%
21/07/2022;16;16;16;16;737860;0.00%
20/07/2022;16;16.1;16;16;539330;-0.62%
19/07/2022;16.1;16;16.1;16.1;456500;0.63%
18/07/2022;16;16;16;16;949470;0.00%
15/07/2022;16;16;16.2;16;478630;0.00%
14/07/2022;16;16;16;16;738280;0.00%
13/07/2022;16;16;16;16;1840000;0.00%
08/07/2022;16;16;16;16;1760000;0.00%
07/07/2022;16;16;16.3;16;900760;0.00%
06/07/2022;16;16;16;16;1210000;0.00%
05/07/2022;16;16;16.05;16;2590000;0.00%
04/07/2022;16;16;16;16;8120000;0.00%
01/07/2022;16;16.3;16;16;1200000;-1.84%
30/06/2022;16.3;16.3;16.45;16;349970;0.00%
29/06/2022;16.3;16;16.3;16.3;511000;1.87%
28/06/2022;16;16;16.5;15.95;218690;0.00%
27/06/2022;16;16;16;16;474940;0.00%
24/06/2022;16;16.15;16.15;16;2700000;-0.93%
23/06/2022;16.15;16;16.15;16;1610000;0.94%
22/06/2022;16;16;16;16;1570000;0.00%
21/06/2022;16;16;16;16;3030000;0.00%
20/06/2022;16;16;16.5;16;866340;0.00%
17/06/2022;16;16;16;16;6120000;0.00%
16/06/2022;16;16;16;16;1200000;0.00%
15/06/2022;16;16.05;16;16;2090000;-0.31%
14/06/2022;16.05;16.25;16.05;16.05;965100;-1.23%
10/06/2022;16.25;16.25;16.25;16.25;725260;0.00%
09/06/2022;16.25;16.25;16.25;16.1;1130000;0.00%
08/06/2022;16.25;16.15;16.25;16.25;691190;0.62%
07/06/2022;16.15;16;16.15;16.15;673460;0.94%
06/06/2022;16;16;16.2;15.65;195930;0.00%
03/06/2022;16;16.5;16;16;661820;-3.03%
02/06/2022;16.5;16.5;16.5;16;273840;-5.71%
01/06/2022;17.5;17;17.5;17.5;1360000;2.94%
31/05/2022;17;17;17.2;17;1710000;0.00%
30/05/2022;17;17;17.2;17;3390000;0.00%
27/05/2022;17;16.85;17.05;17;8320000;0.89%
26/05/2022;16.85;16.85;17;16.75;1220000;0.00%
25/05/2022;16.85;17;17;16.85;4510000;-0.88%
24/05/2022;17;17;17;17;2180000;0.00%
23/05/2022;17;17;17;17;903530;0.00%
20/05/2022;17;17;17.2;16.8;302370;0.00%
19/05/2022;17;17;17;17;1320000;0.00%
18/05/2022;17;17;17.3;16.95;271860;0.00%
17/05/2022;17;17.3;17.3;16.8;2460000;-1.73%
16/05/2022;17.3;17.3;17.5;17.3;2660000;0.00%
13/05/2022;17.3;17.1;17.3;17.3;1120000;1.17%
12/05/2022;17.1;17;17.35;16.8;2460000;0.59%
11/05/2022;17;16.55;17;17;2050000;2.72%
10/05/2022;16.55;16.25;16.55;16.3;2000000;1.85%
09/05/2022;16.25;16.2;16.3;16.2;4690000;0.31%
06/05/2022;16.2;16.2;16.2;16.1;5800000;0.00%
05/05/2022;16.2;16.2;16.2;16.15;5420000;0.00%
04/05/2022;16.2;16.2;16.2;16.1;1890000;0.00%
29/04/2022;16.2;16.95;16.5;16.05;5510000;-4.42%
28/04/2022;16.95;16.5;16.95;16.9;1090000;2.73%
27/04/2022;16.5;16.5;16.8;16.5;1270000;3.13%
26/04/2022;16;16;16.7;16.15;1110000;0.00%
25/04/2022;16;15.95;16;16;1680000;0.31%
22/04/2022;15.95;15.95;16.4;15.8;363350;0.00%
21/04/2022;15.95;16;15.95;15.95;604260;-0.31%
20/04/2022;16;16;16;16;1460000;0.00%
19/04/2022;16;15.85;16.1;16;1780000;0.95%
14/04/2022;15.85;16.7;16.1;15.85;782940;-5.09%
13/04/2022;16.7;16.7;16.7;16.2;374640;0.00%
12/04/2022;16.7;15.5;16.7;16.5;3120000;7.74%
11/04/2022;15.5;15.5;16.95;15.5;346770;0.00%
08/04/2022;15.5;15.5;16.1;15.3;638930;0.00%
07/04/2022;15.5;15.8;15.5;15.5;611300;-1.90%
06/04/2022;15.8;15.8;15.8;15.6;200750;0.00%
05/04/2022;15.8;15.8;15.8;15.55;382460;0.00%
04/04/2022;15.8;15.8;15.8;15.2;391860;0.00%
01/04/2022;15.8;16;15.8;15.75;1020000;-1.25%
31/03/2022;16;16;16;15.8;604710;0.00%
30/03/2022;16;16;16;15.75;242280;0.00%
29/03/2022;16;16;16;16;680690;0.00%
28/03/2022;16;16;16;16;1700000;0.00%
25/03/2022;16;16;16;16;2120000;0.00%
24/03/2022;16;15.9;16;16;759790;0.63%
23/03/2022;15.9;15.9;15.95;15.7;362870;0.00%
22/03/2022;15.9;15.85;15.9;15.85;872430;0.32%
21/03/2022;15.85;15.8;15.85;15.8;2820000;0.32%
18/03/2022;15.8;15.8;15.9;15.8;1130000;0.00%
17/03/2022;15.8;16;15.8;15.8;1560000;-1.25%
16/03/2022;16;16;16;16;1800000;0.00%
15/03/2022;16;16;16;16;1820000;0.00%
14/03/2022;16;16;16.05;16;1920000;0.00%
11/03/2022;16;16;16.5;15.8;620450;0.00%
10/03/2022;16;15.8;16;16;1000000;1.27%
09/03/2022;15.8;15.8;16.4;15.95;1180000;0.00%
08/03/2022;15.8;15.8;15.8;15.8;708670;0.00%
07/03/2022;15.8;15.7;15.8;15.8;1490000;0.64%
04/03/2022;15.7;15.7;15.7;15.7;1270000;0.00%
03/03/2022;15.7;15.6;15.7;15.7;1430000;0.64%
02/03/2022;15.6;16.9;16.55;15.6;2790000;-7.69%
01/03/2022;16.9;17;17;16.9;1390000;-0.59%
28/02/2022;17;17;17;17;987610;0.00%
25/02/2022;17;17;17.5;17;418960;0.00%
24/02/2022;17;17.05;17.05;17;3460000;-0.29%
23/02/2022;17.05;18;17.7;17.05;2530000;-5.28%
22/02/2022;18;18;18.2;17.7;597830;0.00%
21/02/2022;18;18.3;18.1;18;1300000;-1.64%
18/02/2022;18.3;18.3;18.4;18.3;2980000;0.00%
17/02/2022;18.3;18;18.3;18.3;2600000;1.67%
16/02/2022;18;18;18;18;1180000;0.00%
15/02/2022;18;17.9;18;18;3160000;0.56%
14/02/2022;17.9;17.6;17.9;17.8;1320000;1.70%
11/02/2022;17.6;17.8;17.6;17.6;516480;-1.12%
10/02/2022;17.8;17.55;17.8;17.75;714980;1.42%
09/02/2022;17.55;17.55;17.7;17.5;503750;0.00%
08/02/2022;17.55;17.55;17.65;17.5;513140;0.00%
07/02/2022;17.55;17.5;17.55;17.55;1120000;0.29%
04/02/2022;17.5;17.45;17.5;17.5;775790;0.29%
03/02/2022;17.45;17.45;17.5;17.25;152370;0.00%
02/02/2022;17.45;17.5;17.45;17.4;2150000;-0.29%
01/02/2022;17.5;17.5;17.75;17.4;1260000;0.00%
